Nr;Titel;Original Titel;Platte;Pfad;Hinzugefügt;Gesehen;Jahr;FSK;Dauer;Auflösung;Größe in MB;Land;IMDB Wertung;IMDB Anzahl;Tomatometer;Metascore;Genres;Kommentar;Oscar gewonnen;Oscar nominiert;GoldenGlobe;BAFTA
7482;"2:22 - Zeit für die Liebe";"2:22";[HD 2017(A-Z)-2018(A-F)];X:\2017(A-F)\222 - Zeit für die Liebe (2017, FSK12, 1920x804).mkv;15.11.2017;;2017;12;99;1080p;6522;"USA";5,7;14714;0;0;"Action Thriller ";"";0;0;0;0
216;"3 Days to Kill";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(A-F)\3 Days to Kill (2014, FSK12, 1280x536).mkv;14.02.2015;27.08.2015;2014;12;117;720p;2990;"USA";6,2;79269;0;40;"Action Drama Thriller ";"";0;0;0;0
1020;"3 Engel für Charlie";"Charlie's Angels";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(A-F)\3 Engel für Charlie\3 Engel für Charlie (2000, FSK12, 1280x536).mkv;08.05.2015;;2000;12;98;720p;4474;"USA";5,5;159391;0;52;"Action Abenteuer Komödie Krimi Thriller ";"";0;0;0;0
1021;"3 Engel für Charlie - Volle Power";"Charlie's Angels: Full Throttle";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(A-F)\3 Engel für Charlie\3 Engel für Charlie - Volle Power (2003, FSK12, 1280x536).mkv;08.05.2015;;2003;12;106;720p;3778;"USA";4,9;110308;0;48;"Action Komödie Abenteuer Krimi ";"";0;0;0;0
12000;"3 from Hell";"";;X:\NEU\3 from Hell (2019, FSK18, 1920x1040).mkv;04.11.2019;;2019;18;115;1080p;8151;"USA";5,7;5435;50;50;"Horror ";"";0;0;0;0
6224;"3 Herzen";"3 Hearts (Englischer Titel)";[HD 2013(I-Z)-2014(A-Z)];X:\2014(A-F)\3 Herzen (2014, FSK6, 1920x800).mkv;17.05.2017;;2014;6;104;1080p;6993;"Frankreich";5,9;1753;0;0;"Drama Liebe ";"";0;0;0;0
2868;"3 Idiots";"";[HD 2008(G-Z)-2009(A-F)];X:\2009(A-F)\3 Idiots (2009, FSK12, 1280x544).mkv;29.12.2015;;2009;12;171;720p;10956;"Indien";8,4;284381;0;67;"Drama Komödie ";"";0;0;0;0
11642;"3 Minutes";"The Elevator: Three Minutes Can Change Your Life (Englischer Titel)";;X:\NEU\3 Minutes (2015, FSK16, 720x304).avi;13.08.2019;13.08.2019;2015;16;92;SD;1433;"Italien";4,6;731;0;0;"Thriller Drama ";"";0;0;0;0
9631;"3 Tage in Quiberon";"";[HD 2017(A-Z)-2018(A-F)];X:\2018(A-F)\3 Tage in Quiberon (2018, FSK0, 1920x800).mkv;25.09.2018;;2018;0;115;1080p;5857;"Deutschland";6,8;473;0;0;"Drama ";"";0;0;0;0
6152;"3 und raus!";"A Deal Is a Deal (Englischer Titel)";[HD 2007(A-Z)-2008(A-F)];X:\2008(A-F)\3 und raus! (2008, FSK16, 1920x824).mkv;09.05.2017;;2008;16;106;1080p;9953;"England";6,2;1848;0;0;"Drama Komödie ";"";0;0;0;0
5020;"3 Zimmer, Küche, Bad";"Drei Zimmer/Küche/Bad";[HD 2012(A-M)];X:\2012(A-F)\3 Zimmer, Küche, Bad (2012, FSK0, 1920x816).mkv;19.12.2016;;2012;0;118;1080p;7792;"Deutschland";6,7;1053;0;0;"Komödie ";"";0;0;0;0
3664;"30 Besten Spiel- und Bewegungslieder, Die";"";[Kinder-Filme+Trick];X:\Kinder Filme AVI\# A-M\30 Besten Spiel- und Bewegungslieder, Die (2011, FSK0, 720x406).mkv;14.05.2016;;2011;0;96;SD;1710;"Deutschland";0,0;0;0;0;"Musik Familie ";"";0;0;0;0
5147;"30 Besten Spiel- und Bewegungslieder, Vol. 3, Die";"";[Kinder-Filme+Trick];X:\Kinder Filme AVI\# A-M\30 Besten Spiel- und Bewegungslieder, Vol. 3, Die (2015, FSK0, 720x408).mkv;23.12.2016;;2015;0;72;SD;1034;"Deutschland";0,0;0;0;0;"Musik Familie ";"";0;0;0;0
2307;"30 Days of Night";"";[FSK18];X:\FSK18-Collections\30 Days of Night\30 Days of Night (2007, FSK18, 1920x800).mkv;27.10.2015;;2007;18;113;1080p;10106;"USA";6,6;152876;0;53;"Thriller Horror ";"";0;0;0;0
3654;"30 Days of Night: Blood Trails";"";[FSK18];X:\FSK18-Collections\30 Days of Night\30 Days of Night E01 Blood Trails.mkv;13.05.2016;;2007;;24;1080p;2641;"USA";5,7;349;0;0;"Horror TV-Serie ";"";0;0;0;0
3719;"30 Days of Night: Dark Days";"";[FSK18];X:\FSK18-Collections\30 Days of Night\30 Days of Night Dark Days (2010, FSK18, 1920x1040).mkv;26.05.2016;;2010;18;92;1080p;5775;"USA";4,4;10336;17;0;"Thriller Horror ";"";0;0;0;0
3732;"30 Minuten oder weniger";"";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\30 Minuten oder weniger (2011, FSK16, 1920x800).mkv;27.05.2016;;2011;16;83;1080p;5007;"Deutschland";6,1;79258;0;0;"Action Komödie Krimi ";"";0;0;0;0
5907;"30 über Nacht";"13 Going on 30";[HD 2003-2004-2005(A-F)];X:\2004(A-F)\30 über Nacht (2004, FSK0, 1920x1040).mkv;04.04.2017;;2004;0;97;1080p;7516;"USA";6,1;127833;0;0;"Komödie Fantasy Liebe ";"";0;0;0;0
438;"300";"";[Comicverfilmungen+MusikCD];X:\Comic-Filme\300\300 (2006, FSK16, 1920x800).mkv;21.02.2015;;2006;16;117;1080p;10649;"USA";7,7;675033;0;52;"Action Fantasy ";"";0;0;0;0
3003;"300 Worte Deutsch";"";[HD 2012(N-Z)-2013(A-H)];X:\2013(A-F)\300 Worte Deutsch (2013, FSK12, 1920x808).mkv;16.01.2016;;2013;12;96;1080p;7280;"Deutschland";5,7;539;0;0;"Komödie ";"";0;0;0;0
283;"300: Rise of an Empire";"";[Comicverfilmungen+MusikCD];X:\Comic-Filme\300\300 Rise of an Empire (2014, FSK18, 1920x800).mkv;16.02.2015;;2014;18;102;1080p;12288;"USA";6,2;255179;0;48;"Action Fantasy Krieg ";"";0;0;0;0
4458;"300: Rise of an Empire";"";[Comicverfilmungen+MusikCD];X:\Comic-Filme\300\300 Rise of an Empire (2014, FSK18, 1920x1080) 3D.mkv;21.09.2016;;2014;18;102;1080p;6348;"USA";6,2;230197;44;0;"Action Drama Krieg Fantasy ";"";0;0;0;0
10580;"303";"";[HD 2017(A-Z)-2018(A-F)];X:\2018(A-F)\303 (2018, FSK12, 1920x1040).mkv;25.01.2019;;2018;12;144;1080p;11673;"Deutschland";7,9;1458;0;0;"Drama Komödie Liebe ";"";0;0;0;0
7178;"3096 Tage";"";[HD 2012(N-Z)-2013(A-H)];X:\2013(A-F)\3096 Tage (2013, FSK16, 1920x816).mkv;04.10.2017;;2013;16;109;1080p;8673;"Deutschland";6,4;7002;0;0;"Drama Krimi Biographie ";"";0;0;0;0
4879;"31";"";[FSK18];X:\FSK18-2016\31 (2016, FSK18, 1908x788).mkv;28.11.2016;;2016;18;103;1080p;3819;"England";5,1;6574;49;0;"Thriller Horror ";"WEBHDRIP MIC";0;0;0;0
3497;"36 - Tödliche Rivalen";"36th Precinct (Englischer Titel)";[HD 2003-2004-2005(A-F)];X:\2004(A-F)\36 - Tödliche Rivalen (2004, FSK16, 1920x816).mkv;19.04.2016;;2004;16;111;1080p;7198;"Frankreich";7,2;14116;0;0;"Action Thriller Drama Krimi ";"";0;0;0;0
2357;"36 Kammern der Schaolin, Die";"The 36th Chamber of Shaolin (Englischer Titel)";[HD Eastern+Western];X:\HD-Eastern-Collections\36 Kammern der Shaolin\36 Kammern der Schaolin, Die (1978, FSK16, 1920x816).mkv;02.11.2015;;1978;16;115;1080p;6891;"Hong-Kong";7,8;12391;0;0;"Action Drama Abenteuer ";"";0;0;0;0
11341;"36 Stunden";"36 Hours (Englischer Titel)";[HD 1900-1970];X:\1964\36 Stunden (1964, FSK12, 1920x800).mkv;24.06.2019;;1964;12;107;1080p;7669;"USA";7,3;3356;0;0;"Thriller Krieg ";"";0;0;0;0
3009;"360 - Jede Begegnung hat Folgen";"360";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\360 - Jede Begegnung hat Folgen (2011, FSK12, 1920x808).mkv;19.01.2016;;2011;12;110;1080p;10752;"England";6,2;14788;0;43;"Drama Liebe ";"";0;0;0;0
1536;"39,90";"";[HD 2007(A-Z)-2008(A-F)];X:\2007(A-F)\39,90 (2007, FSK16, 1920x824).mkv;14.07.2015;;2007;16;100;1080p;9246;"Frankreich";7,3;17280;0;0;"Komödie Drama ";"";0;0;0;0
10097;"4 Blocks";"";[HD Serien(A-H)];X:\HD-Serien\4 Blocks\S01\4 Blocks S01E01.mkv;03.12.2018;;2017;16;50;720p;1566;"Deutschland";8,2;2779;0;0;"Drama Krimi TV-Serie ";"";0;0;0;0
7510;"4 Monate, 3 Wochen und 2 Tage";"4 Months, 3 Weeks and 2 Days (Englischer Titel)";[HD 2017(A-Z)-2018(A-F)];X:\2017(A-F)\4 Monate, 3 Wochen und 2 Tage (2007, FSK16, 1280x720).mkv;15.11.2017;;2007;16;108;720p;4188;"Rumänien";7,9;48682;0;0;"Drama ";"";0;0;0;0
5938;"4 Tage im Mai";"4 Days in May (Originaltitel)";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\4 Tage im Mai (2011, FSK12, 1280x542).mkv;07.04.2017;;2011;12;88;720p;2785;"Deutschland";6,3;601;0;0;"Drama Krieg ";"";0;0;0;0
7196;"40 Tage in der Wüste";"Last Days in the Desert";[HD 2015(A-Z)];X:\2015(A-F)\40 Tage in der Wüste (2015, FSK12, 1920x800).mkv;09.10.2017;;2015;12;99;1080p;5734;"USA";5,6;2458;0;0;"Drama Abenteuer Geschichte ";"";0;0;0;0
4348;"40 Tage und 40 Nächte";"40 Days and 40 Nights";[HD 1996-2002];X:\2002\40 Tage und 40 Nächte (2002, FSK12, 1920x1080).mkv;12.09.2016;;2002;12;95;1080p;8386;"USA";5,6;62935;0;0;"Komödie Liebe ";"";0;0;0;0
3380;"40 Wagen westwärts";"The Hallelujah Trail";[HD Eastern+Western];X:\HD-Western-1960-1979\40 Wagen westwärts (1965, FSK6, 1920x808).mkv;30.03.2016;;1965;6;139;1080p;5877;"USA";6,7;2976;0;0;"Komödie Western ";"";0;0;0;0
3735;"42 - Die wahre Geschichte einer Sportlegende";"42";[HD 2012(N-Z)-2013(A-H)];X:\2013(A-F)\42 - Die wahre Geschichte einer Sportlegende (2013, FSK0, 1920x800).mkv;29.05.2016;;2013;0;128;1080p;5201;"USA";7,5;67638;0;0;"Drama Sport Biographie ";"";0;0;0;0
3077;"45 Years";"";[HD 2015(A-Z)];X:\2015(A-F)\45 Years (2015, FSK0, 1920x1040).mkv;22.01.2016;;2015;0;95;1080p;6973;"England";7,1;26793;0;94;"Drama Liebe ";"";0;01;0;0
7601;"47 Meters Down";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(A-F)\47 Meters Down (2017, FSK12, 1920x808).mkv;23.11.2017;;2017;12;97;1080p;7372;"England";5,6;35508;53;52;"Thriller Horror Drama Abenteuer ";"";0;0;0;0
86;"47 Ronin";"";[HD Eastern+Western];X:\HD-Eastern-Classic(A-M)\47 Ronin (2013, FSK12, 1920x1080) 3D.mkv;02.02.2015;;2013;12;128;1080p;6021;"USA";6,3;131944;0;28;"Action Abenteuer Drama Fantasy ";"";0;0;0;0
2106;"5 Centimeters Per Second";"5 Centimeters Per Second (Englischer Titel)";[Kinder-Filme+Trick];X:\Kinder Anime\Div Anime\5 Centimeters Per Second (2007, FSK0, 1920x1080).mkv;05.10.2015;;2007;0;63;1080p;1863;"Japan";7,7;40898;0;0;"Drama Animation/Trick Liebe ";"";0;0;0;0
6914;"5 Days of War";"";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\5 Days of War (2011, FSK16, 1920x800).mkv;08.09.2017;;2011;16;113;1080p;6410;"Georgien";5,6;12549;32;0;"Action Drama Krieg ";"";0;0;0;0
5638;"5 Dollars a Day";"";[HD 2007(A-Z)-2008(A-F)];X:\2008(A-F)\5 Dollars a Day (2008, FSK12, 1920x1080).mkv;02.03.2017;;2008;12;97;1080p;11776;"USA";6,4;2746;0;0;"Drama Komödie ";"";0;0;0;0
7709;"5 Frauen";"Fünf Frauen (Originaltitel)";[HD 2016(A-Z)];X:\2016(A-F)\5 Frauen (2016, FSK12, 720x300).mkv;15.12.2017;;2016;12;93;SD;762;"Deutschland";6,1;66;0;0;"Thriller Drama ";"";0;0;0;0
3008;"5 Zimmer Küche Sarg";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(A-F)\5 Zimmer Küche Sarg (2014, FSK12, 1920x1040).mkv;19.01.2016;;2014;12;85;1080p;6707;"Neuseeland";7,6;114138;0;76;"Horror Komödie ";"";0;0;0;0
3428;"5. Welle, Die";"The 5th Wave";[HD 2016(A-Z)];X:\2016(A-F)\5. Welle, Die (2016, FSK12, 1920x808).mkv;05.04.2016;06.04.2016;2016;12;112;1080p;5437;"USA";5,2;86779;0;33;"Action Thriller Sci-Fi Abenteuer ";"";0;0;0;0
1032;"50 Dead Men Walking - DerSpitzel";"Fifty Dead Men Walking";[HD 2007(A-Z)-2008(A-F)];X:\2008(A-F)\50 Dead Men Walking - DerSpitzel (2008, FSK, 1920x816).mkv;15.05.2015;;2008;16;117;1080p;5959;"England";6,9;10226;0;57;"Krimi Drama Thriller ";"";0;0;0;0
1418;"50 erste Dates";"50 First Dates";[HD 2003-2004-2005(A-F)];X:\2004(A-F)\50 erste Dates (2004, FSKo.Al., 1920x800).mkv;01.07.2015;;2004;0;99;1080p;8591;"USA";6,8;296304;0;48;"Komödie Liebe ";"";0;0;0;0
10012;"50 Gesichter des Mr. Grey, Die";"Fifty Shades of Grey: A XXX Adaptation (Originaltitel)";[FSK18];X:\FSK18-Erotik\50 Gesichter des Mr. Grey, Die (2012, FSK18, 1280x720).mkv;20.11.2018;;2012;18;undefiniert;720p;3440;"USA";5,4;64;0;0;"Drama Liebe  ";"";0;0;0;0
4315;"50 Ways to Killl a Teddy";"";[HD 2005(G-Z)-2006(A-Z)];X:\2006(A-F)\50 Ways to Killl a Teddy (2006, FSK, 640x352).avi;05.09.2016;;2006;;45;SD;357;"";0,0;0;0;0;"Komödie ";"";0;0;0;0
1914;"50/50: Freunde fürs (Über)Leben";"50/50";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\5050 Freunde fürs (Über)Leben (2011, FSK12, 1920x1040).mkv;01.09.2015;;2011;12;100;1080p;7505;"USA";7,7;295358;0;72;"Komödie Drama ";"";0;0;0;0
8159;"51st State, The";"";[HD 1996-2002];X:\2001\51st State, The (2001, FSK16, 1920x824).mkv;01.02.2018;;2001;16;92;1080p;7004;"England";6,3;44635;0;0;"Action Thriller Komödie Krimi ";"";0;0;0;0
11921;"52 Pick-Up";"";[Gemischt-01+Anime];X:\1986\52 Pick-Up (1986, FSK16, 1920x1040).mkv;26.10.2019;;1986;16;110;1080p;8939;"USA";6,4;4501;43;0;"Thriller Drama Krimi ";"";0;0;0;0
9942;"52 Pick-Up";"";[HD 1980-1986];X:\1986\52 Pick-Up (1986, FSK16, 1920x1040).mkv;14.11.2018;;1986;16;110;1080p;6021;"USA";6,4;4236;43;0;"Thriller Krimi ";"löschen, weil bessere Version verfügbar unter NEU";0;0;0;0
7710;"6 Below: Verschollen im Schnee";"6 Below: Miracle on the Mountain";[HD 2017(A-Z)-2018(A-F)];X:\2017(A-F)\6 Below Verschollen im Schnee (2017, FSK, 1920x696).mkv;15.12.2017;;2017;;98;1080p;4853;"USA";5,7;3852;0;40;"Thriller Drama Abenteuer Biographie ";"";0;0;0;0
7375;"6 Days";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(A-F)\6 Days (2017, FSK, 1920x808).mkv;06.11.2017;;2017;;94;1080p;6973;"England";6,2;12481;61;36;"Action Thriller Drama Geschichte ";"";0;0;0;0
1895;"6 Guns";"";[HD Eastern+Western];X:\HD-Western-2000-2015\6 Guns (2010, FSK16, 1920x1080).mkv;01.09.2015;;2010;16;95;1080p;5109;"USA";4,1;963;0;0;"Western ";"";0;0;0;0
2507;"6 Guns";"";[HD Eastern+Western];X:\HD-Western-2000-2015\6 Guns (2010, FSK16, 1920x1080) 3D.mkv;14.11.2015;;2010;16;95;1080p;4802;"USA";4,1;963;0;0;"Western ";"";0;0;0;0
12134;"6 Underground";"";[HD 2018(G-Z)-2019(A-Z)];X:\2019(A-F)\6 Underground (2019, FSK16, 1920x800).mkv;24.12.2019;24.12.2019;2019;16;128;1080p;7874;"USA";6,1;52965;36;41;"Action Thriller Komödie Abenteuer ";"";0;0;0;0
7255;"6 Ways to Die - Rache ist niemals einfach";"6 Ways to Die";[HD 2015(A-Z)];X:\2015(A-F)\6 Ways to Die - Rache ist niemals einfach (2015, FSK16, 1920x808).mkv;09.10.2017;;2015;16;103;1080p;6133;"USA";4,1;731;0;0;"Thriller Krimi Mystery ";"";0;0;0;0
3862;"600 Miles";"";[HD 2015(A-Z)];X:\2015(A-F)\600 Miles (2015, FSK12, 1920x1040).mkv;22.06.2016;;2015;12;83;1080p;6717;"Mexiko";5,5;1377;94;0;"Thriller Drama ";"";0;0;0;0
7192;"68 Kill";"";[FSK18];X:\FSK18-2017\68 Kill (2017, FSK18, 1920x808).mkv;09.10.2017;;2017;18;91;1080p;4259;"USA";6,0;2992;74;56;"Thriller Komödie Krimi Liebe ";"";0;0;0;0
1049;"684 - Eine Einheit kämpft um ihr Leben";"Silmido";[FSK18];X:\FSK18-Eastern\684 - Eine Einheit kämpft um ihr Leben (2003, FSK18, 1280x568).mkv;15.05.2015;;2003;18;135;720p;5785;"Süd-Korea";7,1;3762;0;0;"Action Drama ";"";0;0;0;0
3498;"69 Tage Hoffnung";"";[HD 2015(A-Z)];X:\2015(A-F)\69 Tage Hoffnung (2015, FSK12, 1920x800).mkv;19.04.2016;;2015;12;127;1080p;9031;"Chile";6,9;23607;0;0;"Drama Geschichte Biographie ";"";0;0;0;0
4560;"6th Day, The";"";[HD 1996-2002];X:\2000\6th Day, The (2000, FSK16, 1920x800).mkv;14.10.2016;16.10.2016;2000;16;123;1080p;7628;"USA";5,9;101224;0;0;"Action Mystery Sci-Fi Thriller ";"";0;0;0;0
6175;"7 Days";"Seven Days";[FSK18];X:\FSK18-2010\7 Days (2010, FSK18, 1280x544).mkv;10.05.2017;;2010;18;110;720p;2437;"Kanada";6,5;6155;0;0;"Thriller Horror Drama Krimi ";"";0;0;0;0
4948;"7 Göttinnen";"";[HD 2015(A-Z)];X:\2015(A-F)\7 Göttinnen (2015, FSK, 1920x800).mkv;05.12.2016;;2015;;99;1080p;3246;"Indien";7,1;1316;0;0;"Drama Komödie ";"";0;0;0;0
8774;"7 Minutes";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(A-F)\7 Minutes (2014, FSK, 1920x800).mkv;27.04.2018;;2014;;83;1080p;5959;"USA";5,0;2038;0;0;"Thriller Drama Krimi ";"";0;0;0;0
1632;"7 Psychos";"Seven Psychopaths";[HD 2012(A-M)];X:\2012(A-F)\7 Psychos (2012, FSK16, 1280x576).mkv;28.07.2015;;2012;16;110;720p;5160;"England";7,2;216622;0;66;"Komödie Krimi ";"";0;0;0;0
9482;"7 Tage in Entebbe";"7 Days in Entebbe (Englischer Titel)";[HD 2017(A-Z)-2018(A-F)];X:\2018(A-F)\7 Tage in Entebbe (2018, FSK12, 1920x808).mkv;04.09.2018;;2018;12;106;1080p;5560;"England";5,8;7447;0;49;"Thriller Drama Krimi Geschichte ";"";0;0;0;0
5554;"7 Tage in Havanna";"";[HD 2012(A-M)];X:\2012(A-F)\7 Tage in Havanna (2012, FSK6, 1920x1040).mkv;17.02.2017;;2012;6;128;1080p;6174;"Frankreich";6,1;3126;0;0;"Drama ";"";0;0;0;0
794;"7 Zwerge - Männer allein im Wald";"";[HD 2003-2004-2005(A-F)];X:\2004(A-F)\7 Zwerge - Männer allein im Wald (2004, FSKo.Al., 1920x1080).mkv;25.03.2015;;2004;0;95;1080p;5734;"Deutschland";4,7;5025;0;0;"Komödie Familie ";"";0;0;0;0
3758;"700 Meilen westwärts";"Bite the Bullet";[HD Eastern+Western];X:\HD-Western-1960-1979\700 Meilen westwärts (1975, FSK12, 1920x1080).mkv;02.06.2016;;1975;12;125;1080p;12902;"USA";6,8;3832;0;0;"Action Abenteuer Western ";"";0;02;0;0
10608;"72 Stunden - Deine letzten 3 Tage";"Before the Fall (Englischer Titel)";[HD 2007(A-Z)-2008(A-F)];X:\2008(A-F)\72 Stunden - Deine letzten 3 Tage (2008, FSK, 1920x1032).mkv;01.02.2019;;2008;;97;1080p;9031;"Spanien";6,1;1989;0;0;"Thriller Drama Sci-Fi Krimi ";"";0;0;0;0
8939;"72 Stunden - The Next Three Days";"The Next Three Days";[HD 2009(G-Z)-2010(A-F)];X:\2010(A-F)\72 Stunden - The Next Three Days (2010, FSK12, 1920x816).mkv;16.05.2018;;2010;12;133;1080p;8294;"USA";7,4;159958;0;0;"Action Thriller Drama Krimi Liebe ";"";0;0;0;0
601;"7bte Zwerg, Der";"";[Kinder-Filme+Trick];X:\Kinder Filme (A-F)\7bte Zwerg, Der (2014, FSKo.Al., 1920x1080) 3D.mkv;12.03.2015;;2014;0;87;1080p;7403;"Deutschland";4,6;940;0;0;"Animation/Trick Abenteuer Komödie Familie Fantasy ";"";0;0;0;0
11405;"7Seeds";"";[Gemischt-01+Anime];X:\HD-Anime-Serien\7Seeds\7Seeds S01E01.mkv;29.06.2019;;2019;12;24;1080p;1167;"";7,4;34;0;0;"Action Horror Drama Sci-Fi Abenteuer Animation/Trick Liebe Mystery TV-Serie ";"";0;0;0;0
7392;"7th Floor - Jede Sekunde zählt";"";[HD 2012(N-Z)-2013(A-H)];X:\2013(A-F)\7th Floor - Jede Sekunde zählt (2013, FSK12, 1280x544).mkv;08.11.2017;;2013;12;87;720p;2078;"Spanien";5,8;4116;0;0;"Thriller Krimi Mystery ";"";0;0;0;0
4124;"8 Blickwinkel";"Vantage Point";[HD 2007(A-Z)-2008(A-F)];X:\2008(A-F)\8 Blickwinkel (2008, FSK12, 1920x800).mkv;25.07.2016;;2008;12;90;1080p;10547;"USA";6,6;128998;0;0;"Krimi Drama Mystery Thriller ";"";0;0;0;0
6398;"8 Frauen";"";[HD 1996-2002];X:\2002\8 Frauen (2002, FSK12, 1920x1040).mkv;19.06.2017;;2002;12;110;1080p;6696;"Frankreich";7,1;24705;0;0;"Komödie Krimi Liebe Musical ";"";0;0;0;0
1414;"8 Mile";"";[HD 1996-2002];X:\2002\8 Mile (2002, FSK12, 1280x544).mkv;30.06.2015;;2002;12;110;720p;4474;"USA";7,1;219976;0;77;"Drama Musik ";"";01;0;0;0
8062;"8 Millionen Wege zu sterben";"8 Million Ways to Die";[HD 1980-1986];X:\1986\8 Millionen Wege zu sterben (1986, FSK16, 1920x1080).mkv;20.01.2018;;1986;16;115;1080p;8785;"USA";5,7;3692;0;0;"Action Thriller Drama Krimi ";"";0;0;0;0
2316;"8 Namen für die Liebe";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(A-F)\8 Namen für die Liebe (2014, FSK, 1920x1040).mkv;29.10.2015;30.10.2015;2014;6;98;1080p;4577;"Spanien";6,6;14314;0;0;"Komödie ";"";0;0;0;0
6156;"8 Sekunden - Ein Augenblick Unendlichkeit";"";[HD 2015(A-Z)];X:\2015(A-F)\8 Sekunden - Ein Augenblick Unendlichkeit (2015, FSK12, 1920x808).mkv;09.05.2017;;2015;12;115;1080p;4730;"Türkei";6,6;1328;0;0;"Drama Fantasy Liebe Biographie ";"";0;0;0;0
6440;"8. Kontinent, Der";"";[HD 2015(A-Z)];X:\2015(A-F)\8. Kontinent, Der (2015, FSK6, 1920x864).mkv;21.06.2017;;2015;6;97;1080p;3338;"Deutschland";8,0;68;0;0;"Drama Familie ";"";0;0;0;0
6098;"88 Minuten";"88 Minutes";[HD 2007(A-Z)-2008(A-F)];X:\2007(A-F)\88 Minuten (2007, FSK16, 1920x816).mkv;01.05.2017;;2007;16;111;1080p;8140;"USA";5,9;67528;0;0;"Thriller Drama Krimi Mystery ";"";0;0;0;0
8038;"8mm - Acht Millimeter";"";[HD 1996-2002];X:\1999\8mm - Acht Millimeter (1999, FSK18, 1920x1080).mkv;19.01.2018;;1999;18;123;1080p;8140;"Deutschland";6,5;110522;0;0;"Thriller Mystery ";"";0;0;0;0
8585;"9 1/2 Wochen";"9½ Weeks (Englischer Titel)";[HD 1980-1986];X:\1986\9 12 Wochen (1986, FSK16, 1920x1040).mkv;22.03.2018;;1986;16;116;1080p;11980;"USA";5,9;32629;0;0;"Drama Liebe ";"";0;0;0;0
5969;"9. Leben des Louis Drax, Das";"The 9th Life of Louis Drax";[HD 2016(A-Z)];X:\2016(A-F)\9. Leben des Louis Drax, Das (2016, FSK12, 1920x808).mkv;15.04.2017;;2016;12;108;1080p;5488;"England";6,3;5353;0;0;"Thriller Mystery ";"";0;0;0;0
4441;"90 Minuten im Himmel";"90 Minutes in Heaven";[HD 2015(A-Z)];X:\2015(A-F)\90 Minuten im Himmel (2015, FSK12, 1920x808).mkv;19.09.2016;04.10.2016;2015;12;117;1080p;9216;"USA";4,6;2267;0;0;"Drama ";"";0;0;0;0
12048;"91 Days";"";[Gemischt-01+Anime];X:\HD-Anime-Serien\91 Days\91 Days E01 Die Mordnacht.mkv;16.11.2019;;2016;16;24;1080p;691;"Japan";7,7;1733;0;0;"Thriller Drama Krimi Animation/Trick TV-Serie ";"";0;0;0;0
23;"95ers: Time Runners";"95ers: Echoes (Englischer Titel)";[HD 2012(N-Z)-2013(A-H)];X:\2013(A-F)\95ers Time Runners (2013, FSK12, 1920x1080).mkv;15.01.2015;;2013;12;96;1080p;6144;"USA";4,3;960;0;0;"Sci-Fi Thriller ";"";0;0;0;0
186;"96 Hours - Taken 1";"";[HD Collection-2(A-Z)-3(A-M)];X:\3-Trilogie(A-F)\96 Hours - Taken\96 Hours - Taken 1 (2008, FSK16, 1920x816).mkv;02.02.2015;25.04.2016;2008;16;93;1080p;12288;"Frankreich";7,8;528003;0;50;"Action Krimi Thriller ";"";0;0;0;0
187;"96 Hours - Taken 2";"";[HD Collection-2(A-Z)-3(A-M)];X:\3-Trilogie(A-F)\96 Hours - Taken\96 Hours - Taken 2 (2012, FSK16, 1920x808).mkv;02.02.2015;25.04.2016;2012;16;92;1080p;7208;"Frankreich";6,3;266324;0;45;"Action Krimi Thriller ";"";0;0;0;0
188;"96 Hours - Taken 3";"";[HD Collection-2(A-Z)-3(A-M)];X:\3-Trilogie(A-F)\96 Hours - Taken\96 Hours - Taken 3 (2014, FSK16, 1920x800).mkv;02.02.2015;25.04.2016;2014;16;109;1080p;10547;"Frankreich";6,0;159179;0;26;"Action Thriller ";"";0;0;0;0
5005;"96 Minuten";"96 Minutes";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\96 Minuten (2011, FSK16, 1920x800).mkv;07.12.2016;;2011;16;94;1080p;5263;"USA";5,8;2893;0;0;"Thriller Drama ";"";0;0;0;0
4205;"99 Homes: Stadt ohne Gewissen";"99 Homes";[HD 2013(I-Z)-2014(A-Z)];X:\2014(A-F)\99 Homes Stadt ohne Gewissen (2014, FSK12, 1920x800).mkv;29.07.2016;;2014;12;112;1080p;7290;"USA";7,1;17815;0;0;"Drama ";"";0;0;0;0
